time,c,m,value
10.617696,1.000000,0.800000,0.051489
10.651085,1.000000,0.800000,0.051100
10.684474,1.000000,0.800000,0.050714
10.717863,1.000000,0.800000,0.050331
10.751252,1.000000,0.800000,0.049950
10.784641,1.000000,0.800000,0.049573
10.818030,1.000000,0.800000,0.049198
10.851419,1.000000,0.800000,0.048826
10.884808,1.000000,0.800000,0.048457
10.918197,1.000000,0.800000,0.048091
10.951586,1.000000,0.800000,0.047727
10.984975,1.000000,0.800000,0.047366
11.018364,1.000000,0.800000,0.047008
11.051753,1.000000,0.800000,0.046652
11.085142,1.000000,0.800000,0.046300
11.118531,1.000000,0.800000,0.045950
11.151920,1.000000,0.800000,0.045602
11.185309,1.000000,0.800000,0.045257
11.218698,1.000000,0.800000,0.044915
11.252087,1.000000,0.800000,0.044575
11.285476,1.000000,0.800000,0.044238
11.318865,1.000000,0.800000,0.043903
11.352254,1.000000,0.800000,0.043571
11.385643,1.000000,0.800000,0.043242
11.419032,1.000000,0.800000,0.042914
11.452421,1.000000,0.800000,0.042590
11.485810,1.000000,0.800000,0.042268
11.519199,1.000000,0.800000,0.041948
11.552588,1.000000,0.800000,0.041630
11.585977,1.000000,0.800000,0.041315
11.619366,1.000000,0.800000,0.041003
11.652755,1.000000,0.800000,0.040693
11.686144,1.000000,0.800000,0.040385
11.719533,1.000000,0.800000,0.040079
11.752922,1.000000,0.800000,0.039776
11.786311,1.000000,0.800000,0.039475
11.819699,1.000000,0.800000,0.039176
11.853088,1.000000,0.800000,0.038880
11.886477,1.000000,0.800000,0.038585
11.919866,1.000000,0.800000,0.038293
11.953255,1.000000,0.800000,0.038003
11.986644,1.000000,0.800000,0.037716
12.020033,1.000000,0.800000,0.037430
12.053422,1.000000,0.800000,0.037147
12.086811,1.000000,0.800000,0.036866
12.120200,1.000000,0.800000,0.036587
12.153589,1.000000,0.800000,0.036310
12.186978,1.000000,0.800000,0.036035
12.220367,1.000000,0.800000,0.035762
12.253756,1.000000,0.800000,0.035492
12.287145,1.000000,0.800000,0.035223
12.320534,1.000000,0.800000,0.034956
12.353923,1.000000,0.800000,0.034692
12.387312,1.000000,0.800000,0.034429
12.420701,1.000000,0.800000,0.034168
12.454090,1.000000,0.800000,0.033910
12.487479,1.000000,0.800000,0.033653
12.520868,1.000000,0.800000,0.033398
12.554257,1.000000,0.800000,0.033145
12.587646,1.000000,0.800000,0.032894
12.621035,1.000000,0.800000,0.032645
12.654424,1.000000,0.800000,0.032398
12.687813,1.000000,0.800000,0.032153
12.721202,1.000000,0.800000,0.031909
12.754591,1.000000,0.800000,0.031668
12.787980,1.000000,0.800000,0.031428
12.821369,1.000000,0.800000,0.031190
12.854758,1.000000,0.800000,0.030954
12.888147,1.000000,0.800000,0.030719
12.921536,1.000000,0.800000,0.030487
12.954925,1.000000,0.800000,0.030256
12.988314,1.000000,0.800000,0.030027
13.021703,1.000000,0.800000,0.029799
13.055092,1.000000,0.800000,0.029574
13.088481,1.000000,0.800000,0.029350
13.121870,1.000000,0.800000,0.029127
13.155259,1.000000,0.800000,0.028907
13.188648,1.000000,0.800000,0.028688
13.222037,1.000000,0.800000,0.028471
13.255426,1.000000,0.800000,0.028255
13.288815,1.000000,0.800000,0.028041
13.322204,1.000000,0.800000,0.027829
13.355593,1.000000,0.800000,0.027618
13.388982,1.000000,0.800000,0.027409
13.422371,1.000000,0.800000,0.027201
13.455760,1.000000,0.800000,0.026995
13.489149,1.000000,0.800000,0.026791
13.522538,1.000000,0.800000,0.026588
13.555927,1.000000,0.800000,0.026386
13.589316,1.000000,0.800000,0.026187
13.622705,1.000000,0.800000,0.025988
13.656093,1.000000,0.800000,0.025791
13.689482,1.000000,0.800000,0.025596
13.722871,1.000000,0.800000,0.025402
13.756260,1.000000,0.800000,0.025210
13.789649,1.000000,0.800000,0.025019
13.823038,1.000000,0.800000,0.024829
13.856427,1.000000,0.800000,0.024641
13.889816,1.000000,0.800000,0.024455
13.923205,1.000000,0.800000,0.024269
13.956594,1.000000,0.800000,0.024086
13.989983,1.000000,0.800000,0.023903
14.023372,1.000000,0.800000,0.023722
14.056761,1.000000,0.800000,0.023542
14.090150,1.000000,0.800000,0.023364
14.123539,1.000000,0.800000,0.023187
14.156928,1.000000,0.800000,0.023011
14.190317,1.000000,0.800000,0.022837
14.223706,1.000000,0.800000,0.022664
14.257095,1.000000,0.800000,0.022492
14.290484,1.000000,0.800000,0.022322
14.323873,1.000000,0.800000,0.022153
14.357262,1.000000,0.800000,0.021985
14.390651,1.000000,0.800000,0.021819
14.424040,1.000000,0.800000,0.021653
14.457429,1.000000,0.800000,0.021489
14.490818,1.000000,0.800000,0.021327
14.524207,1.000000,0.800000,0.021165
14.557596,1.000000,0.800000,0.021005
14.590985,1.000000,0.800000,0.020846
14.624374,1.000000,0.800000,0.020688
14.657763,1.000000,0.800000,0.020531
14.691152,1.000000,0.800000,0.020375
14.724541,1.000000,0.800000,0.020221
14.757930,1.000000,0.800000,0.020068
14.791319,1.000000,0.800000,0.019916
14.824708,1.000000,0.800000,0.019765
14.858097,1.000000,0.800000,0.019615
14.891486,1.000000,0.800000,0.019467
14.924875,1.000000,0.800000,0.019319
14.958264,1.000000,0.800000,0.019173
14.991653,1.000000,0.800000,0.019028
15.025042,1.000000,0.800000,0.018883
15.058431,1.000000,0.800000,0.018740
15.091820,1.000000,0.800000,0.018598
15.125209,1.000000,0.800000,0.018457
15.158598,1.000000,0.800000,0.018318
15.191987,1.000000,0.800000,0.018179
15.225376,1.000000,0.800000,0.018041
15.258765,1.000000,0.800000,0.017904
15.292154,1.000000,0.800000,0.017769
15.325543,1.000000,0.800000,0.017634
15.358932,1.000000,0.800000,0.017501
15.392321,1.000000,0.800000,0.017368
15.425710,1.000000,0.800000,0.017236
15.459098,1.000000,0.800000,0.017106
15.492487,1.000000,0.800000,0.016976
15.525876,1.000000,0.800000,0.016848
15.559265,1.000000,0.800000,0.016720
15.592654,1.000000,0.800000,0.016593
15.626043,1.000000,0.800000,0.016468
15.659432,1.000000,0.800000,0.016343
15.692821,1.000000,0.800000,0.016219
15.726210,1.000000,0.800000,0.016096
15.759599,1.000000,0.800000,0.015974
15.792988,1.000000,0.800000,0.015853
15.826377,1.000000,0.800000,0.015733
15.859766,1.000000,0.800000,0.015614
15.893155,1.000000,0.800000,0.015496
15.926544,1.000000,0.800000,0.015378
15.959933,1.000000,0.800000,0.015262
15.993322,1.000000,0.800000,0.015146
16.026711,1.000000,0.800000,0.015031
16.060100,1.000000,0.800000,0.014917
16.093489,1.000000,0.800000,0.014804
16.126878,1.000000,0.800000,0.014692
16.160267,1.000000,0.800000,0.014581
16.193656,1.000000,0.800000,0.014470
16.227045,1.000000,0.800000,0.014361
16.260434,1.000000,0.800000,0.014252
16.293823,1.000000,0.800000,0.014144
16.327212,1.000000,0.800000,0.014037
16.360601,1.000000,0.800000,0.013931
16.393990,1.000000,0.800000,0.013825
16.427379,1.000000,0.800000,0.013720
16.460768,1.000000,0.800000,0.013616
16.494157,1.000000,0.800000,0.013513
16.527546,1.000000,0.800000,0.013411
16.560935,1.000000,0.800000,0.013309
16.594324,1.000000,0.800000,0.013208
16.627713,1.000000,0.800000,0.013108
16.661102,1.000000,0.800000,0.013009
16.694491,1.000000,0.800000,0.012910
16.727880,1.000000,0.800000,0.012813
16.761269,1.000000,0.800000,0.012715
16.794658,1.000000,0.800000,0.012619
16.828047,1.000000,0.800000,0.012524
16.861436,1.000000,0.800000,0.012429
16.894825,1.000000,0.800000,0.012334
16.928214,1.000000,0.800000,0.012241
16.961603,1.000000,0.800000,0.012148
16.994992,1.000000,0.800000,0.012056
17.028381,1.000000,0.800000,0.011965
17.061770,1.000000,0.800000,0.011874
17.095159,1.000000,0.800000,0.011784
17.128548,1.000000,0.800000,0.011695
17.161937,1.000000,0.800000,0.011606
17.195326,1.000000,0.800000,0.011518
17.228715,1.000000,0.800000,0.011431
17.262104,1.000000,0.800000,0.011345
17.295492,1.000000,0.800000,0.011259
17.328881,1.000000,0.800000,0.011173
17.362270,1.000000,0.800000,0.011089
17.395659,1.000000,0.800000,0.011005
17.429048,1.000000,0.800000,0.010921
17.462437,1.000000,0.800000,0.010839
17.495826,1.000000,0.800000,0.010756
17.529215,1.000000,0.800000,0.010675
17.562604,1.000000,0.800000,0.010594
17.595993,1.000000,0.800000,0.010514
17.629382,1.000000,0.800000,0.010434
17.662771,1.000000,0.800000,0.010355
17.696160,1.000000,0.800000,0.010277
17.729549,1.000000,0.800000,0.010199
17.762938,1.000000,0.800000,0.010121
17.796327,1.000000,0.800000,0.010045
17.829716,1.000000,0.800000,0.009969
17.863105,1.000000,0.800000,0.009893
17.896494,1.000000,0.800000,0.009818
17.929883,1.000000,0.800000,0.009744
17.963272,1.000000,0.800000,0.009670
17.996661,1.000000,0.800000,0.009597
18.030050,1.000000,0.800000,0.009524
18.063439,1.000000,0.800000,0.009452
18.096828,1.000000,0.800000,0.009380
18.130217,1.000000,0.800000,0.009309
18.163606,1.000000,0.800000,0.009239
18.196995,1.000000,0.800000,0.009169
18.230384,1.000000,0.800000,0.009099
18.263773,1.000000,0.800000,0.009030
18.297162,1.000000,0.800000,0.008962
18.330551,1.000000,0.800000,0.008894
18.363940,1.000000,0.800000,0.008826
18.397329,1.000000,0.800000,0.008760
18.430718,1.000000,0.800000,0.008693
18.464107,1.000000,0.800000,0.008627
18.497496,1.000000,0.800000,0.008562
18.530885,1.000000,0.800000,0.008497
18.564274,1.000000,0.800000,0.008433
18.597663,1.000000,0.800000,0.008369
18.631052,1.000000,0.800000,0.008305
18.664441,1.000000,0.800000,0.008243
18.697830,1.000000,0.800000,0.008180
18.731219,1.000000,0.800000,0.008118
18.764608,1.000000,0.800000,0.008057
18.797997,1.000000,0.800000,0.007996
18.831386,1.000000,0.800000,0.007935
18.864775,1.000000,0.800000,0.007875
18.898164,1.000000,0.800000,0.007815
18.931553,1.000000,0.800000,0.007756
18.964942,1.000000,0.800000,0.007697
18.998331,1.000000,0.800000,0.007639
19.031720,1.000000,0.800000,0.007581
19.065109,1.000000,0.800000,0.007524
19.098497,1.000000,0.800000,0.007467
19.131886,1.000000,0.800000,0.007410
19.165275,1.000000,0.800000,0.007354
19.198664,1.000000,0.800000,0.007298
19.232053,1.000000,0.800000,0.007243
19.265442,1.000000,0.800000,0.007188
19.298831,1.000000,0.800000,0.007133
19.332220,1.000000,0.800000,0.007079
19.365609,1.000000,0.800000,0.007026
19.398998,1.000000,0.800000,0.006973
19.432387,1.000000,0.800000,0.006920
19.465776,1.000000,0.800000,0.006867
19.499165,1.000000,0.800000,0.006815
19.532554,1.000000,0.800000,0.006764
19.565943,1.000000,0.800000,0.006712
19.599332,1.000000,0.800000,0.006662
19.632721,1.000000,0.800000,0.006611
19.666110,1.000000,0.800000,0.006561
19.699499,1.000000,0.800000,0.006511
19.732888,1.000000,0.800000,0.006462
19.766277,1.000000,0.800000,0.006413
19.799666,1.000000,0.800000,0.006364
19.833055,1.000000,0.800000,0.006316
19.866444,1.000000,0.800000,0.006268
19.899833,1.000000,0.800000,0.006221
19.933222,1.000000,0.800000,0.006174
19.966611,1.000000,0.800000,0.006127
20.000000,1.000000,0.800000,0.006080
0.000000,1.000000,1.300000,0.000000
0.033389,1.000000,1.300000,0.005613
0.066778,1.000000,1.300000,0.011014
0.100167,1.000000,1.300000,0.016212
0.133556,1.000000,1.300000,0.021210
0.166945,1.000000,1.300000,0.026017
0.200334,1.000000,1.300000,0.030638
0.233723,1.000000,1.300000,0.035077
0.267112,1.000000,1.300000,0.039342
0.300501,1.000000,1.300000,0.043438
0.333890,1.000000,1.300000,0.047369
0.367279,1.000000,1.300000,0.051140
0.400668,1.000000,1.300000,0.054758
0.434057,1.000000,1.300000,0.058226
0.467446,1.000000,1.300000,0.061549
0.500835,1.000000,1.300000,0.064732
0.534224,1.000000,1.300000,0.067778
0.567613,1.000000,1.300000,0.070694
0.601002,1.000000,1.300000,0.073481
0.634391,1.000000,1.300000,0.076145
0.667780,1.000000,1.300000,0.078690
0.701169,1.000000,1.300000,0.081119
0.734558,1.000000,1.300000,0.083435
0.767947,1.000000,1.300000,0.085643
0.801336,1.000000,1.300000,0.087747
0.834725,1.000000,1.300000,0.089748
0.868114,1.000000,1.300000,0.091651
0.901503,1.000000,1.300000,0.093458
0.934891,1.000000,1.300000,0.095174
0.968280,1.000000,1.300000,0.096800
1.001669,1.000000,1.300000,0.098340
1.035058,1.000000,1.300000,0.099796
1.068447,1.000000,1.300000,0.101172
1.101836,1.000000,1.300000,0.102469
1.135225,1.000000,1.300000,0.103691
1.168614,1.000000,1.300000,0.104840
1.202003,1.000000,1.300000,0.105918
1.235392,1.000000,1.300000,0.106928
1.268781,1.000000,1.300000,0.107872
1.302170,1.000000,1.300000,0.108752
1.335559,1.000000,1.300000,0.109571
1.368948,1.000000,1.300000,0.110330
1.402337,1.000000,1.300000,0.111031
1.435726,1.000000,1.300000,0.111677
1.469115,1.000000,1.300000,0.112269
1.502504,1.000000,1.300000,0.112809
1.535893,1.000000,1.300000,0.113300
1.569282,1.000000,1.300000,0.113742
1.602671,1.000000,1.300000,0.114137
1.636060,1.000000,1.300000,0.114488
1.669449,1.000000,1.300000,0.114795
1.702838,1.000000,1.300000,0.115060
1.736227,1.000000,1.300000,0.115285
1.769616,1.000000,1.300000,0.115471
1.803005,1.000000,1.300000,0.115619
1.836394,1.000000,1.300000,0.115732
1.869783,1.000000,1.300000,0.115809
1.903172,1.000000,1.300000,0.115853
1.936561,1.000000,1.300000,0.115865
1.969950,1.000000,1.300000,0.115845
2.003339,1.000000,1.300000,0.115796
2.036728,1.000000,1.300000,0.115717
2.070117,1.000000,1.300000,0.115612
2.103506,1.000000,1.300000,0.115479
2.136895,1.000000,1.300000,0.115321
2.170284,1.000000,1.300000,0.115138
2.203673,1.000000,1.300000,0.114931
2.237062,1.000000,1.300000,0.114702
2.270451,1.000000,1.300000,0.114451
2.303840,1.000000,1.300000,0.114179
2.337229,1.000000,1.300000,0.113887
2.370618,1.000000,1.300000,0.113576
2.404007,1.000000,1.300000,0.113246
2.437396,1.000000,1.300000,0.112899
2.470785,1.000000,1.300000,0.112534
2.504174,1.000000,1.300000,0.112154
2.537563,1.000000,1.300000,0.111758
2.570952,1.000000,1.300000,0.111347
2.604341,1.000000,1.300000,0.110922
2.637730,1.000000,1.300000,0.110484
2.671119,1.000000,1.300000,0.110032
2.704508,1.000000,1.300000,0.109569
2.737896,1.000000,1.300000,0.109093
2.771285,1.000000,1.300000,0.108607
2.804674,1.000000,1.300000,0.108110
2.838063,1.000000,1.300000,0.107603
2.871452,1.000000,1.300000,0.107086
2.904841,1.000000,1.300000,0.106560
2.938230,1.000000,1.300000,0.106026
2.971619,1.000000,1.300000,0.105484
3.005008,1.000000,1.300000,0.104933
3.038397,1.000000,1.300000,0.104376
3.071786,1.000000,1.300000,0.103812
3.105175,1.000000,1.300000,0.103241
3.138564,1.000000,1.300000,0.102665
3.171953,1.000000,1.300000,0.102082
3.205342,1.000000,1.300000,0.101495
3.238731,1.000000,1.300000,0.100902
3.272120,1.000000,1.300000,0.100305
3.305509,1.000000,1.300000,0.099704
3.338898,1.000000,1.300000,0.099098
3.372287,1.000000,1.300000,0.098489
3.405676,1.000000,1.300000,0.097877
3.439065,1.000000,1.300000,0.097261
3.472454,1.000000,1.300000,0.096643
3.505843,1.000000,1.300000,0.096023
3.539232,1.000000,1.300000,0.095400
3.572621,1.000000,1.300000,0.094775
3.606010,1.000000,1.300000,0.094148
3.639399,1.000000,1.300000,0.093520
3.672788,1.000000,1.300000,0.092890
3.706177,1.000000,1.300000,0.092260
3.739566,1.000000,1.300000,0.091628
3.772955,1.000000,1.300000,0.090996
3.806344,1.000000,1.300000,0.090363
3.839733,1.000000,1.300000,0.089730
3.873122,1.000000,1.300000,0.089097
3.906511,1.000000,1.300000,0.088464
3.939900,1.000000,1.300000,0.087831
3.973289,1.000000,1.300000,0.087198
4.006678,1.000000,1.300000,0.086566
4.040067,1.000000,1.300000,0.085935
4.073456,1.000000,1.300000,0.085305
4.106845,1.000000,1.300000,0.084675
4.140234,1.000000,1.300000,0.084047
4.173623,1.000000,1.300000,0.083419
4.207012,1.000000,1.300000,0.082793
4.240401,1.000000,1.300000,0.082169
4.273790,1.000000,1.300000,0.081546
4.307179,1.000000,1.300000,0.080925
4.340568,1.000000,1.300000,0.080305
4.373957,1.000000,1.300000,0.079687
4.407346,1.000000,1.300000,0.079072
4.440735,1.000000,1.300000,0.078458
4.474124,1.000000,1.300000,0.077847
4.507513,1.000000,1.300000,0.077237
4.540902,1.000000,1.300000,0.076630
4.574290,1.000000,1.300000,0.076026
4.607679,1.000000,1.300000,0.075423
4.641068,1.000000,1.300000,0.074824
4.674457,1.000000,1.300000,0.074227
4.707846,1.000000,1.300000,0.073632
4.741235,1.000000,1.300000,0.073040
4.774624,1.000000,1.300000,0.072451
4.808013,1.000000,1.300000,0.071865
4.841402,1.000000,1.300000,0.071282
4.874791,1.000000,1.300000,0.070701
4.908180,1.000000,1.300000,0.070124
4.941569,1.000000,1.300000,0.069549
4.974958,1.000000,1.300000,0.068978
5.008347,1.000000,1.300000,0.068409
5.041736,1.000000,1.300000,0.067844
5.075125,1.000000,1.300000,0.067282
5.108514,1.000000,1.300000,0.066723
5.141903,1.000000,1.300000,0.066167
5.175292,1.000000,1.300000,0.065614
5.208681,1.000000,1.300000,0.065065
5.242070,1.000000,1.300000,0.064519
5.275459,1.000000,1.300000,0.063976
5.308848,1.000000,1.300000,0.063437
5.342237,1.000000,1.300000,0.062901
5.375626,1.000000,1.300000,0.062368
5.409015,1.000000,1.300000,0.061839
5.442404,1.000000,1.300000,0.061313
5.475793,1.000000,1.300000,0.060790
5.509182,1.000000,1.300000,0.060271
5.542571,1.000000,1.300000,0.059755
5.575960,1.000000,1.300000,0.059243
5.609349,1.000000,1.300000,0.058734
5.642738,1.000000,1.300000,0.058228
5.676127,1.000000,1.300000,0.057726
5.709516,1.000000,1.300000,0.057228
5.742905,1.000000,1.300000,0.056733
5.776294,1.000000,1.300000,0.056241
5.809683,1.000000,1.300000,0.055753
5.843072,1.000000,1.300000,0.055268
5.876461,1.000000,1.300000,0.054787
5.909850,1.000000,1.300000,0.054309
5.943239,1.000000,1.300000,0.053835
5.976628,1.000000,1.300000,0.053364
6.010017,1.000000,1.300000,0.052897
6.043406,1.000000,1.300000,0.052433
6.076795,1.000000,1.300000,0.051972
6.110184,1.000000,1.300000,0.051515
6.143573,1.000000,1.300000,0.051061
6.176962,1.000000,1.300000,0.050611
6.210351,1.000000,1.300000,0.050164
6.243740,1.000000,1.300000,0.049721
6.277129,1.000000,1.300000,0.049281
6.310518,1.000000,1.300000,0.048844
6.343907,1.000000,1.300000,0.048411
6.377295,1.000000,1.300000,0.047981
6.410684,1.000000,1.300000,0.047554
6.444073,1.000000,1.300000,0.047131
6.477462,1.000000,1.300000,0.046711
6.510851,1.000000,1.300000,0.046294
6.544240,1.000000,1.300000,0.045881
6.577629,1.000000,1.300000,0.045471
6.611018,1.000000,1.300000,0.045064
6.644407,1.000000,1.300000,0.044660
6.677796,1.000000,1.300000,0.044260
6.711185,1.000000,1.300000,0.043863
6.744574,1.000000,1.300000,0.043469
6.777963,1.000000,1.300000,0.043078
6.811352,1.000000,1.300000,0.042691
6.844741,1.000000,1.300000,0.042306
6.878130,1.000000,1.300000,0.041925
6.911519,1.000000,1.300000,0.041547
6.944908,1.000000,1.300000,0.041172
6.978297,1.000000,1.300000,0.040800
7.011686,1.000000,1.300000,0.040431
7.045075,1.000000,1.300000,0.040066
7.078464,1.000000,1.300000,0.039703
7.111853,1.000000,1.300000,0.039343
7.145242,1.000000,1.300000,0.038987
7.178631,1.000000,1.300000,0.038633
7.212020,1.000000,1.300000,0.038282
7.245409,1.000000,1.300000,0.037935
7.278798,1.000000,1.300000,0.037590
7.312187,1.000000,1.300000,0.037248
7.345576,1.000000,1.300000,0.036909
7.378965,1.000000,1.300000,0.036573
7.412354,1.000000,1.300000,0.036240
7.445743,1.000000,1.300000,0.035909
7.479132,1.000000,1.300000,0.035582
7.512521,1.000000,1.300000,0.035257
7.545910,1.000000,1.300000,0.034935
7.579299,1.000000,1.300000,0.034616
7.612688,1.000000,1.300000,0.034299
7.646077,1.000000,1.300000,0.033985
7.679466,1.000000,1.300000,0.033674
7.712855,1.000000,1.300000,0.033366
7.746244,1.000000,1.300000,0.033060
7.779633,1.000000,1.300000,0.032757
7.813022,1.000000,1.300000,0.032457
7.846411,1.000000,1.300000,0.032159
7.879800,1.000000,1.300000,0.031864
7.913189,1.000000,1.300000,0.031572
7.946578,1.000000,1.300000,0.031282
7.979967,1.000000,1.300000,0.030994
8.013356,1.000000,1.300000,0.030709
8.046745,1.000000,1.300000,0.030427
8.080134,1.000000,1.300000,0.030147
8.113523,1.000000,1.300000,0.029869
8.146912,1.000000,1.300000,0.029594
8.180301,1.000000,1.300000,0.029322
8.213689,1.000000,1.300000,0.029052
8.247078,1.000000,1.300000,0.028784
8.280467,1.000000,1.300000,0.028518
8.313856,1.000000,1.300000,0.028255
8.347245,1.000000,1.300000,0.027995
8.380634,1.000000,1.300000,0.027736
8.414023,1.000000,1.300000,0.027480
8.447412,1.000000,1.300000,0.027226
8.480801,1.000000,1.300000,0.026975
8.514190,1.000000,1.300000,0.026725
8.547579,1.000000,1.300000,0.026478
8.580968,1.000000,1.300000,0.026234
8.614357,1.000000,1.300000,0.025991
8.647746,1.000000,1.300000,0.025750
8.681135,1.000000,1.300000,0.025512
8.714524,1.000000,1.300000,0.025276
8.747913,1.000000,1.300000,0.025042
8.781302,1.000000,1.300000,0.024810
8.814691,1.000000,1.300000,0.024580
8.848080,1.000000,1.300000,0.024352
8.881469,1.000000,1.300000,0.024126
8.914858,1.000000,1.300000,0.023903
8.948247,1.000000,1.300000,0.023681
8.981636,1.000000,1.300000,0.023461
9.015025,1.000000,1.300000,0.023244
9.048414,1.000000,1.300000,0.023028
9.081803,1.000000,1.300000,0.022814
9.115192,1.000000,1.300000,0.022602
9.148581,1.000000,1.300000,0.022392
9.181970,1.000000,1.300000,0.022184
9.215359,1.000000,1.300000,0.021978
9.248748,1.000000,1.300000,0.021774
9.282137,1.000000,1.300000,0.021572
9.315526,1.000000,1.300000,0.021371
9.348915,1.000000,1.300000,0.021173
9.382304,1.000000,1.300000,0.020976
9.415693,1.000000,1.300000,0.020781
9.449082,1.000000,1.300000,0.020587
9.482471,1.000000,1.300000,0.020396
9.515860,1.000000,1.300000,0.020206
9.549249,1.000000,1.300000,0.020018
9.582638,1.000000,1.300000,0.019831
9.616027,1.000000,1.300000,0.019647
9.649416,1.000000,1.300000,0.019464
9.682805,1.000000,1.300000,0.019283
9.716194,1.000000,1.300000,0.019103
9.749583,1.000000,1.300000,0.018925
9.782972,1.000000,1.300000,0.018749
9.816361,1.000000,1.300000,0.018574
9.849750,1.000000,1.300000,0.018401
9.883139,1.000000,1.300000,0.018229
9.916528,1.000000,1.300000,0.018059
9.949917,1.000000,1.300000,0.017891
9.983306,1.000000,1.300000,0.017724
10.016694,1.000000,1.300000,0.017559
10.050083,1.000000,1.300000,0.017395
10.083472,1.000000,1.300000,0.017233
10.116861,1.000000,1.300000,0.017072
10.150250,1.000000,1.300000,0.016913
10.183639,1.000000,1.300000,0.016755
10.217028,1.000000,1.300000,0.016598
10.250417,1.000000,1.300000,0.016444
10.283806,1.000000,1.300000,0.016290
10.317195,1.000000,1.300000,0.016138
10.350584,1.000000,1.300000,0.015987
10.383973,1.000000,1.300000,0.015838
10.417362,1.000000,1.300000,0.015690
10.450751,1.000000,1.300000,0.015544
10.484140,1.000000,1.300000,0.015398
10.517529,1.000000,1.300000,0.015255
10.550918,1.000000,1.300000,0.015112
10.584307,1.000000,1.300000,0.014971
10.617696,1.000000,1.300000,0.014831
10.651085,1.000000,1.300000,0.014692
10.684474,1.000000,1.300000,0.014555
10.717863,1.000000,1.300000,0.014419
10.751252,1.000000,1.300000,0.014284
10.784641,1.000000,1.300000,0.014151
10.818030,1.000000,1.300000,0.014018
10.851419,1.000000,1.300000,0.013887
10.884808,1.000000,1.300000,0.013757
10.918197,1.000000,1.300000,0.013629
10.951586,1.000000,1.300000,0.013501
10.984975,1.000000,1.300000,0.013375
11.018364,1.000000,1.300000,0.013250
11.051753,1.000000,1.300000,0.013126
11.085142,1.000000,1.300000,0.013003
11.118531,1.000000,1.300000,0.012882
11.151920,1.000000,1.300000,0.012761
11.185309,1.000000,1.300000,0.012642
11.218698,1.000000,1.300000,0.012523
11.252087,1.000000,1.300000,0.012406
11.285476,1.000000,1.300000,0.012290
11.318865,1.000000,1.300000,0.012175
11.352254,1.000000,1.300000,0.012061
11.385643,1.000000,1.300000,0.011948
11.419032,1.000000,1.300000,0.011836
11.452421,1.000000,1.300000,0.011726
11.485810,1.000000,1.300000,0.011616
11.519199,1.000000,1.300000,0.011507
11.552588,1.000000,1.300000,0.011399
11.585977,1.000000,1.300000,0.011293
11.619366,1.000000,1.300000,0.011187
11.652755,1.000000,1.300000,0.011082
11.686144,1.000000,1.300000,0.010978
11.719533,1.000000,1.300000,0.010876
11.752922,1.000000,1.300000,0.010774
11.786311,1.000000,1.300000,0.010673
11.819699,1.000000,1.300000,0.010573
11.853088,1.000000,1.300000,0.010474
11.886477,1.000000,1.300000,0.010376
11.919866,1.000000,1.300000,0.010279
11.953255,1.000000,1.300000,0.010182
11.986644,1.000000,1.300000,0.010087
12.020033,1.000000,1.300000,0.009992
12.053422,1.000000,1.300000,0.009899
12.086811,1.000000,1.300000,0.009806
12.120200,1.000000,1.300000,0.009714
12.153589,1.000000,1.300000,0.009623
12.186978,1.000000,1.300000,0.009533
12.220367,1.000000,1.300000,0.009444
12.253756,1.000000,1.300000,0.009355
12.287145,1.000000,1.300000,0.009267
12.320534,1.000000,1.300000,0.009181
12.353923,1.000000,1.300000,0.009095
12.387312,1.000000,1.300000,0.009009
12.420701,1.000000,1.300000,0.008925
12.454090,1.000000,1.300000,0.008841
12.487479,1.000000,1.300000,0.008758
12.520868,1.000000,1.300000,0.008676
12.554257,1.000000,1.300000,0.008595
12.587646,1.000000,1.300000,0.008514
12.621035,1.000000,1.300000,0.008435
12.654424,1.000000,1.300000,0.008355
12.687813,1.000000,1.300000,0.008277
12.721202,1.000000,1.300000,0.008200
12.754591,1.000000,1.300000,0.008123
12.787980,1.000000,1.300000,0.008047
12.821369,1.000000,1.300000,0.007971
12.854758,1.000000,1.300000,0.007896
12.888147,1.000000,1.300000,0.007822
12.921536,1.000000,1.300000,0.007749
12.954925,1.000000,1.300000,0.007676
12.988314,1.000000,1.300000,0.007604
13.021703,1.000000,1.300000,0.007533
13.055092,1.000000,1.300000,0.007462
13.088481,1.000000,1.300000,0.007392
13.121870,1.000000,1.300000,0.007323
13.155259,1.000000,1.300000,0.007254
13.188648,1.000000,1.300000,0.007186
13.222037,1.000000,1.300000,0.007119
13.255426,1.000000,1.300000,0.007052
13.288815,1.000000,1.300000,0.006986
13.322204,1.000000,1.300000,0.006921
13.355593,1.000000,1.300000,0.006856
13.388982,1.000000,1.300000,0.006791
13.422371,1.000000,1.300000,0.006728
13.455760,1.000000,1.300000,0.006665
13.489149,1.000000,1.300000,0.006602
13.522538,1.000000,1.300000,0.006540
13.555927,1.000000,1.300000,0.006479
13.589316,1.000000,1.300000,0.006418
13.622705,1.000000,1.300000,0.006358
13.656093,1.000000,1.300000,0.006298
13.689482,1.000000,1.300000,0.006239
13.722871,1.000000,1.300000,0.006181
13.756260,1.000000,1.300000,0.006123
13.789649,1.000000,1.300000,0.006065
13.823038,1.000000,1.300000,0.006008
13.856427,1.000000,1.300000,0.005952
13.889816,1.000000,1.300000,0.005896
