c,m,response
0.767123,0.159817,0.587045
0.776256,0.159817,0.591148
0.785388,0.159817,0.595238
0.794521,0.159817,0.599316
0.803653,0.159817,0.603379
0.812785,0.159817,0.607429
0.821918,0.159817,0.611464
0.831050,0.159817,0.615483
0.840183,0.159817,0.619487
0.849315,0.159817,0.623475
0.858447,0.159817,0.627446
0.867580,0.159817,0.631399
0.876712,0.159817,0.635336
0.885845,0.159817,0.639254
0.894977,0.159817,0.643154
0.904110,0.159817,0.647035
0.913242,0.159817,0.650896
0.922374,0.159817,0.654738
0.931507,0.159817,0.658560
0.940639,0.159817,0.662361
0.949772,0.159817,0.666142
0.958904,0.159817,0.669901
0.968037,0.159817,0.673639
0.977169,0.159817,0.677354
0.986301,0.159817,0.681048
0.995434,0.159817,0.684719
1.004566,0.159817,0.688367
1.013699,0.159817,0.691991
1.022831,0.159817,0.695592
1.031963,0.159817,0.699170
1.041096,0.159817,0.702723
1.050228,0.159817,0.706252
1.059361,0.159817,0.709756
1.068493,0.159817,0.713236
1.077626,0.159817,0.716690
1.086758,0.159817,0.720120
1.095890,0.159817,0.723523
1.105023,0.159817,0.726901
1.114155,0.159817,0.730254
1.123288,0.159817,0.733580
1.132420,0.159817,0.736879
1.141553,0.159817,0.740153
1.150685,0.159817,0.743400
1.159817,0.159817,0.746620
1.168950,0.159817,0.749813
1.178082,0.159817,0.752980
1.187215,0.159817,0.756119
1.196347,0.159817,0.759231
1.205479,0.159817,0.762317
1.214612,0.159817,0.765374
1.223744,0.159817,0.768405
1.232877,0.159817,0.771407
1.242009,0.159817,0.774383
1.251142,0.159817,0.777331
1.260274,0.159817,0.780251
1.269406,0.159817,0.783144
1.278539,0.159817,0.786009
1.287671,0.159817,0.788846
1.296804,0.159817,0.791656
1.305936,0.159817,0.794438
1.315068,0.159817,0.797192
1.324201,0.159817,0.799919
1.333333,0.159817,0.802618
1.342466,0.159817,0.805290
1.351598,0.159817,0.807934
1.360731,0.159817,0.810551
1.369863,0.159817,0.813140
1.378995,0.159817,0.815702
1.388128,0.159817,0.818237
1.397260,0.159817,0.820744
1.406393,0.159817,0.823225
1.415525,0.159817,0.825678
1.424658,0.159817,0.828104
1.433790,0.159817,0.830504
1.442922,0.159817,0.832877
1.452055,0.159817,0.835223
1.461187,0.159817,0.837543
1.470320,0.159817,0.839836
1.479452,0.159817,0.842103
1.488584,0.159817,0.844344
1.497717,0.159817,0.846559
1.506849,0.159817,0.848748
1.515982,0.159817,0.850911
1.525114,0.159817,0.853049
1.534247,0.159817,0.855161
1.543379,0.159817,0.857248
1.552511,0.159817,0.859310
1.561644,0.159817,0.861347
1.570776,0.159817,0.863359
1.579909,0.159817,0.865346
1.589041,0.159817,0.867309
1.598174,0.159817,0.869248
1.607306,0.159817,0.871163
1.616438,0.159817,0.873053
1.625571,0.159817,0.874920
1.634703,0.159817,0.876763
1.643836,0.159817,0.878583
1.652968,0.159817,0.880380
1.662100,0.159817,0.882154
1.671233,0.159817,0.883905
1.680365,0.159817,0.885633
1.689498,0.159817,0.887339
1.698630,0.159817,0.889022
1.707763,0.159817,0.890684
1.716895,0.159817,0.892323
1.726027,0.159817,0.893941
1.735160,0.159817,0.895537
1.744292,0.159817,0.897113
1.753425,0.159817,0.898667
1.762557,0.159817,0.900200
1.771689,0.159817,0.901713
1.780822,0.159817,0.903205
1.789954,0.159817,0.904677
1.799087,0.159817,0.906129
1.808219,0.159817,0.907561
1.817352,0.159817,0.908973
1.826484,0.159817,0.910366
1.835616,0.159817,0.911739
1.844749,0.159817,0.913094
1.853881,0.159817,0.914430
1.863014,0.159817,0.915747
1.872146,0.159817,0.917046
1.881279,0.159817,0.918326
1.890411,0.159817,0.919588
1.899543,0.159817,0.920833
1.908676,0.159817,0.922060
1.917808,0.159817,0.923269
1.926941,0.159817,0.924462
1.936073,0.159817,0.925637
1.945205,0.159817,0.926795
1.954338,0.159817,0.927937
1.963470,0.159817,0.929063
1.972603,0.159817,0.930172
1.981735,0.159817,0.931265
1.990868,0.159817,0.932342
2.000000,0.159817,0.933403
0.000000,0.168950,0.256386
0.009132,0.168950,0.259616
0.018265,0.168950,0.262873
0.027397,0.168950,0.266156
0.036530,0.168950,0.269466
0.045662,0.168950,0.272801
0.054795,0.168950,0.276161
0.063927,0.168950,0.279548
0.073059,0.168950,0.282959
0.082192,0.168950,0.286396
0.091324,0.168950,0.289857
0.100457,0.168950,0.293343
0.109589,0.168950,0.296854
0.118721,0.168950,0.300388
0.127854,0.168950,0.303947
0.136986,0.168950,0.307529
0.146119,0.168950,0.311134
0.155251,0.168950,0.314763
0.164384,0.168950,0.318414
0.173516,0.168950,0.322088
0.182648,0.168950,0.325784
0.191781,0.168950,0.329502
0.200913,0.168950,0.333241
0.210046,0.168950,0.337001
0.219178,0.168950,0.340782
0.228311,0.168950,0.344583
0.237443,0.168950,0.348405
0.246575,0.168950,0.352246
0.255708,0.168950,0.356106
0.264840,0.168950,0.359985
0.273973,0.168950,0.363882
0.283105,0.168950,0.367797
0.292237,0.168950,0.371730
0.301370,0.168950,0.375680
0.310502,0.168950,0.379646
0.319635,0.168950,0.383629
0.328767,0.168950,0.387627
0.337900,0.168950,0.391641
0.347032,0.168950,0.395669
0.356164,0.168950,0.399711
0.365297,0.168950,0.403767
0.374429,0.168950,0.407837
0.383562,0.168950,0.411919
0.392694,0.168950,0.416013
0.401826,0.168950,0.420119
0.410959,0.168950,0.424235
0.420091,0.168950,0.428363
0.429224,0.168950,0.432500
0.438356,0.168950,0.436647
0.447489,0.168950,0.440802
0.456621,0.168950,0.444966
0.465753,0.168950,0.449138
0.474886,0.168950,0.453317
0.484018,0.168950,0.457503
0.493151,0.168950,0.461694
0.502283,0.168950,0.465891
0.511416,0.168950,0.470093
0.520548,0.168950,0.474299
0.529680,0.168950,0.478508
0.538813,0.168950,0.482721
0.547945,0.168950,0.486936
0.557078,0.168950,0.491153
0.566210,0.168950,0.495371
0.575342,0.168950,0.499590
0.584475,0.168950,0.503809
0.593607,0.168950,0.508028
0.602740,0.168950,0.512245
0.611872,0.168950,0.516461
0.621005,0.168950,0.520674
0.630137,0.168950,0.524884
0.639269,0.168950,0.529091
0.648402,0.168950,0.533293
0.657534,0.168950,0.537491
0.666667,0.168950,0.541684
0.675799,0.168950,0.545871
0.684932,0.168950,0.550051
0.694064,0.168950,0.554224
0.703196,0.168950,0.558389
0.712329,0.168950,0.562547
0.721461,0.168950,0.566695
0.730594,0.168950,0.570835
0.739726,0.168950,0.574964
0.748858,0.168950,0.579083
0.757991,0.168950,0.583191
0.767123,0.168950,0.587287
0.776256,0.168950,0.591371
0.785388,0.168950,0.595443
0.794521,0.168950,0.599502
0.803653,0.168950,0.603547
0.812785,0.168950,0.607578
0.821918,0.168950,0.611594
0.831050,0.168950,0.615596
0.840183,0.168950,0.619581
0.849315,0.168950,0.623551
0.858447,0.168950,0.627504
0.867580,0.168950,0.631440
0.876712,0.168950,0.635359
0.885845,0.168950,0.639260
0.894977,0.168950,0.643142
0.904110,0.168950,0.647006
0.913242,0.168950,0.650851
0.922374,0.168950,0.654676
0.931507,0.168950,0.658481
0.940639,0.168950,0.662266
0.949772,0.168950,0.666031
0.958904,0.168950,0.669774
0.968037,0.168950,0.673496
0.977169,0.168950,0.677196
0.986301,0.168950,0.680874
0.995434,0.168950,0.684530
1.004566,0.168950,0.688163
1.013699,0.168950,0.691773
1.022831,0.168950,0.695359
1.031963,0.168950,0.698922
1.041096,0.168950,0.702462
1.050228,0.168950,0.705977
1.059361,0.168950,0.709468
1.068493,0.168950,0.712934
1.077626,0.168950,0.716375
1.086758,0.168950,0.719792
1.095890,0.168950,0.723183
1.105023,0.168950,0.726549
1.114155,0.168950,0.729889
1.123288,0.168950,0.733203
1.132420,0.168950,0.736491
1.141553,0.168950,0.739753
1.150685,0.168950,0.742989
1.159817,0.168950,0.746198
1.168950,0.168950,0.749381
1.178082,0.168950,0.752537
1.187215,0.168950,0.755667
1.196347,0.168950,0.758769
1.205479,0.168950,0.761845
1.214612,0.168950,0.764893
1.223744,0.168950,0.767914
1.232877,0.168950,0.770909
1.242009,0.168950,0.773875
1.251142,0.168950,0.776815
1.260274,0.168950,0.779727
1.269406,0.168950,0.782612
1.278539,0.168950,0.785469
1.287671,0.168950,0.788300
1.296804,0.168950,0.791102
1.305936,0.168950,0.793877
1.315068,0.168950,0.796625
1.324201,0.168950,0.799346
1.333333,0.168950,0.802039
1.342466,0.168950,0.804705
1.351598,0.168950,0.807343
1.360731,0.168950,0.809955
1.369863,0.168950,0.812539
1.378995,0.168950,0.815096
1.388128,0.168950,0.817626
1.397260,0.168950,0.820129
1.406393,0.168950,0.822605
1.415525,0.168950,0.825054
1.424658,0.168950,0.827477
1.433790,0.168950,0.829873
1.442922,0.168950,0.832242
1.452055,0.168950,0.834585
1.461187,0.168950,0.836902
1.470320,0.168950,0.839192
1.479452,0.168950,0.841457
1.488584,0.168950,0.843695
1.497717,0.168950,0.845908
1.506849,0.168950,0.848095
1.515982,0.168950,0.850256
1.525114,0.168950,0.852392
1.534247,0.168950,0.854503
1.543379,0.168950,0.856589
1.552511,0.168950,0.858649
1.561644,0.168950,0.860685
1.570776,0.168950,0.862696
1.579909,0.168950,0.864683
1.589041,0.168950,0.866646
1.598174,0.168950,0.868584
1.607306,0.168950,0.870498
1.616438,0.168950,0.872389
1.625571,0.168950,0.874256
1.634703,0.168950,0.876100
1.643836,0.168950,0.877920
1.652968,0.168950,0.879717
1.662100,0.168950,0.881491
1.671233,0.168950,0.883243
1.680365,0.168950,0.884972
1.689498,0.168950,0.886679
1.698630,0.168950,0.888364
1.707763,0.168950,0.890026
1.716895,0.168950,0.891667
1.726027,0.168950,0.893287
1.735160,0.168950,0.894885
1.744292,0.168950,0.896462
1.753425,0.168950,0.898018
1.762557,0.168950,0.899553
1.771689,0.168950,0.901068
1.780822,0.168950,0.902562
1.789954,0.168950,0.904036
1.799087,0.168950,0.905490
1.808219,0.168950,0.906925
1.817352,0.168950,0.908339
1.826484,0.168950,0.909735
1.835616,0.168950,0.911111
1.844749,0.168950,0.912468
1.853881,0.168950,0.913807
1.863014,0.168950,0.915127
1.872146,0.168950,0.916429
1.881279,0.168950,0.917712
1.890411,0.168950,0.918978
1.899543,0.168950,0.920225
1.908676,0.168950,0.921455
1.917808,0.168950,0.922668
1.926941,0.168950,0.923864
1.936073,0.168950,0.925042
1.945205,0.168950,0.926204
1.954338,0.168950,0.927349
1.963470,0.168950,0.928478
1.972603,0.168950,0.929591
1.981735,0.168950,0.930687
1.990868,0.168950,0.931768
2.000000,0.168950,0.932833
0.000000,0.178082,0.257781
0.009132,0.178082,0.261009
0.018265,0.178082,0.264262
0.027397,0.178082,0.267542
0.036530,0.178082,0.270847
0.045662,0.178082,0.274178
0.054795,0.178082,0.277534
0.063927,0.178082,0.280915
0.073059,0.178082,0.284322
0.082192,0.178082,0.287753
0.091324,0.178082,0.291208
0.100457,0.178082,0.294688
0.109589,0.178082,0.298192
0.118721,0.178082,0.301720
0.127854,0.178082,0.305272
0.136986,0.178082,0.308847
0.146119,0.178082,0.312444
0.155251,0.178082,0.316065
0.164384,0.178082,0.319708
0.173516,0.178082,0.323373
0.182648,0.178082,0.327060
0.191781,0.178082,0.330769
0.200913,0.178082,0.334498
0.210046,0.178082,0.338249
0.219178,0.178082,0.342020
0.228311,0.178082,0.345811
0.237443,0.178082,0.349621
0.246575,0.178082,0.353451
0.255708,0.178082,0.357300
0.264840,0.178082,0.361167
0.273973,0.178082,0.365053
0.283105,0.178082,0.368956
0.292237,0.178082,0.372876
0.301370,0.178082,0.376813
0.310502,0.178082,0.380767
0.319635,0.178082,0.384736
0.328767,0.178082,0.388721
0.337900,0.178082,0.392720
0.347032,0.178082,0.396734
0.356164,0.178082,0.400762
0.365297,0.178082,0.404804
0.374429,0.178082,0.408858
0.383562,0.178082,0.412925
0.392694,0.178082,0.417004
0.401826,0.178082,0.421094
0.410959,0.178082,0.425195
0.420091,0.178082,0.429306
0.429224,0.178082,0.433428
0.438356,0.178082,0.437558
0.447489,0.178082,0.441697
0.456621,0.178082,0.445844
0.465753,0.178082,0.449999
0.474886,0.178082,0.454160
0.484018,0.178082,0.458329
0.493151,0.178082,0.462503
0.502283,0.178082,0.466682
0.511416,0.178082,0.470866
0.520548,0.178082,0.475054
0.529680,0.178082,0.479245
0.538813,0.178082,0.483439
0.547945,0.178082,0.487636
0.557078,0.178082,0.491835
0.566210,0.178082,0.496034
0.575342,0.178082,0.500235
0.584475,0.178082,0.504435
0.593607,0.178082,0.508634
0.602740,0.178082,0.512833
0.611872,0.178082,0.517029
0.621005,0.178082,0.521223
0.630137,0.178082,0.525414
0.639269,0.178082,0.529602
0.648402,0.178082,0.533785
0.657534,0.178082,0.537964
0.666667,0.178082,0.542137
0.675799,0.178082,0.546305
0.684932,0.178082,0.550466
0.694064,0.178082,0.554619
0.703196,0.178082,0.558766
0.712329,0.178082,0.562904
0.721461,0.178082,0.567033
0.730594,0.178082,0.571153
0.739726,0.178082,0.575263
0.748858,0.178082,0.579363
0.757991,0.178082,0.583452
0.767123,0.178082,0.587530
0.776256,0.178082,0.591595
0.785388,0.178082,0.595648
0.794521,0.178082,0.599688
0.803653,0.178082,0.603715
0.812785,0.178082,0.607727
0.821918,0.178082,0.611725
0.831050,0.178082,0.615708
0.840183,0.178082,0.619676
0.849315,0.178082,0.623627
0.858447,0.178082,0.627562
0.867580,0.178082,0.631481
0.876712,0.178082,0.635382
0.885845,0.178082,0.639265
0.894977,0.178082,0.643131
0.904110,0.178082,0.646977
0.913242,0.178082,0.650805
0.922374,0.178082,0.654614
0.931507,0.178082,0.658402
0.940639,0.178082,0.662171
0.949772,0.178082,0.665919
0.958904,0.178082,0.669646
0.968037,0.178082,0.673353
0.977169,0.178082,0.677037
0.986301,0.178082,0.680700
0.995434,0.178082,0.684340
1.004566,0.178082,0.687959
1.013699,0.178082,0.691554
1.022831,0.178082,0.695126
1.031963,0.178082,0.698675
1.041096,0.178082,0.702200
1.050228,0.178082,0.705702
1.059361,0.178082,0.709179
1.068493,0.178082,0.712632
1.077626,0.178082,0.716060
1.086758,0.178082,0.719464
1.095890,0.178082,0.722842
1.105023,0.178082,0.726196
1.114155,0.178082,0.729523
1.123288,0.178082,0.732826
1.132420,0.178082,0.736102
1.141553,0.178082,0.739353
1.150685,0.178082,0.742578
1.159817,0.178082,0.745776
1.168950,0.178082,0.748949
1.178082,0.178082,0.752094
1.187215,0.178082,0.755214
1.196347,0.178082,0.758306
1.205479,0.178082,0.761372
1.214612,0.178082,0.764411
1.223744,0.178082,0.767424
1.232877,0.178082,0.770409
1.242009,0.178082,0.773367
1.251142,0.178082,0.776298
1.260274,0.178082,0.779202
1.269406,0.178082,0.782079
1.278539,0.178082,0.784929
1.287671,0.178082,0.787752
1.296804,0.178082,0.790548
1.305936,0.178082,0.793316
1.315068,0.178082,0.796057
1.324201,0.178082,0.798771
1.333333,0.178082,0.801458
1.342466,0.178082,0.804118
1.351598,0.178082,0.806751
1.360731,0.178082,0.809357
1.369863,0.178082,0.811936
1.378995,0.178082,0.814488
1.388128,0.178082,0.817013
1.397260,0.178082,0.819512
1.406393,0.178082,0.821983
1.415525,0.178082,0.824429
1.424658,0.178082,0.826847
1.433790,0.178082,0.829239
1.442922,0.178082,0.831605
1.452055,0.178082,0.833945
1.461187,0.178082,0.836259
1.470320,0.178082,0.838546
1.479452,0.178082,0.840808
1.488584,0.178082,0.843044
1.497717,0.178082,0.845254
1.506849,0.178082,0.847439
1.515982,0.178082,0.849599
1.525114,0.178082,0.851733
1.534247,0.178082,0.853842
1.543379,0.178082,0.855926
1.552511,0.178082,0.857986
1.561644,0.178082,0.860021
1.570776,0.178082,0.862031
1.579909,0.178082,0.864017
1.589041,0.178082,0.865979
1.598174,0.178082,0.867917
1.607306,0.178082,0.869831
1.616438,0.178082,0.871722
1.625571,0.178082,0.873589
1.634703,0.178082,0.875433
1.643836,0.178082,0.877253
1.652968,0.178082,0.879051
1.662100,0.178082,0.880826
1.671233,0.178082,0.882578
1.680365,0.178082,0.884308
1.689498,0.178082,0.886016
1.698630,0.178082,0.887702
1.707763,0.178082,0.889366
1.716895,0.178082,0.891008
1.726027,0.178082,0.892629
1.735160,0.178082,0.894229
1.744292,0.178082,0.895808
1.753425,0.178082,0.897365
1.762557,0.178082,0.898902
1.771689,0.178082,0.900419
1.780822,0.178082,0.901915
1.789954,0.178082,0.903392
1.799087,0.178082,0.904848
1.808219,0.178082,0.906285
1.817352,0.178082,0.907702
1.826484,0.178082,0.909100
1.835616,0.178082,0.910479
1.844749,0.178082,0.911839
1.853881,0.178082,0.913180
1.863014,0.178082,0.914503
1.872146,0.178082,0.915808
1.881279,0.178082,0.917094
1.890411,0.178082,0.918363
1.899543,0.178082,0.919613
1.908676,0.178082,0.920847
1.917808,0.178082,0.922063
1.926941,0.178082,0.923261
1.936073,0.178082,0.924443
1.945205,0.178082,0.925609
1.954338,0.178082,0.926757
1.963470,0.178082,0.927890
1.972603,0.178082,0.929006
1.981735,0.178082,0.930106
1.990868,0.178082,0.931190
2.000000,0.178082,0.932259
0.000000,0.187215,0.259181
0.009132,0.187215,0.262406
0.018265,0.187215,0.265656
0.027397,0.187215,0.268932
0.036530,0.187215,0.272233
0.045662,0.187215,0.275559
0.054795,0.187215,0.278911
0.063927,0.187215,0.282287
0.073059,0.187215,0.285688
0.082192,0.187215,0.289113
0.091324,0.187215,0.292563
0.100457,0.187215,0.296037
0.109589,0.187215,0.299535
0.118721,0.187215,0.303056
0.127854,0.187215,0.306600
0.136986,0.187215,0.310167
0.146119,0.187215,0.313757
0.155251,0.187215,0.317370
0.164384,0.187215,0.321005
0.173516,0.187215,0.324661
0.182648,0.187215,0.328339
0.191781,0.187215,0.332038
0.200913,0.187215,0.335758
0.210046,0.187215,0.339499
0.219178,0.187215,0.343260
0.228311,0.187215,0.347040
0.237443,0.187215,0.350840
0.246575,0.187215,0.354659
0.255708,0.187215,0.358496
0.264840,0.187215,0.362352
0.273973,0.187215,0.366225
0.283105,0.187215,0.370116
0.292237,0.187215,0.374024
0.301370,0.187215,0.377948
0.310502,0.187215,0.381888
0.319635,0.187215,0.385844
0.328767,0.187215,0.389815
0.337900,0.187215,0.393801
0.347032,0.187215,0.397801
0.356164,0.187215,0.401814
0.365297,0.187215,0.405841
0.374429,0.187215,0.409881
0.383562,0.187215,0.413932
0.392694,0.187215,0.417996
0.401826,0.187215,0.422070
0.410959,0.187215,0.426155
0.420091,0.187215,0.430251
0.429224,0.187215,0.434356
0.438356,0.187215,0.438469
0.447489,0.187215,0.442592
0.456621,0.187215,0.446722
0.465753,0.187215,0.450860
0.474886,0.187215,0.455004
0.484018,0.187215,0.459155
0.493151,0.187215,0.463311
0.502283,0.187215,0.467473
0.511416,0.187215,0.471639
0.520548,0.187215,0.475809
0.529680,0.187215,0.479982
0.538813,0.187215,0.484158
0.547945,0.187215,0.488336
0.557078,0.187215,0.492516
0.566210,0.187215,0.496697
0.575342,0.187215,0.500879
0.584475,0.187215,0.505060
0.593607,0.187215,0.509241
0.602740,0.187215,0.513420
0.611872,0.187215,0.517598
0.621005,0.187215,0.521773
0.630137,0.187215,0.525945
0.639269,0.187215,0.530113
0.648402,0.187215,0.534277
0.657534,0.187215,0.538437
0.666667,0.187215,0.542591
0.675799,0.187215,0.546739
0.684932,0.187215,0.550880
0.694064,0.187215,0.555015
0.703196,0.187215,0.559142
0.712329,0.187215,0.563261
0.721461,0.187215,0.567371
0.730594,0.187215,0.571472
0.739726,0.187215,0.575563
0.748858,0.187215,0.579644
0.757991,0.187215,0.583714
0.767123,0.187215,0.587772
0.776256,0.187215,0.591819
0.785388,0.187215,0.595853
0.794521,0.187215,0.599874
0.803653,0.187215,0.603882
0.812785,0.187215,0.607876
0.821918,0.187215,0.611856
0.831050,0.187215,0.615821
0.840183,0.187215,0.619770
0.849315,0.187215,0.623704
0.858447,0.187215,0.627621
0.867580,0.187215,0.631522
0.876712,0.187215,0.635405
0.885845,0.187215,0.639271
0.894977,0.187215,0.643119
0.904110,0.187215,0.646949
0.913242,0.187215,0.650760
0.922374,0.187215,0.654552
0.931507,0.187215,0.658324
0.940639,0.187215,0.662076
0.949772,0.187215,0.665808
0.958904,0.187215,0.669519
0.968037,0.187215,0.673209
0.977169,0.187215,0.676878
0.986301,0.187215,0.680526
0.995434,0.187215,0.684151
1.004566,0.187215,0.687754
1.013699,0.187215,0.691335
1.022831,0.187215,0.694893
1.031963,0.187215,0.698427
1.041096,0.187215,0.701938
1.050228,0.187215,0.705426
1.059361,0.187215,0.708890
1.068493,0.187215,0.712329
1.077626,0.187215,0.715745
1.086758,0.187215,0.719135
1.095890,0.187215,0.722501
1.105023,0.187215,0.725842
1.114155,0.187215,0.729158
1.123288,0.187215,0.732448
1.132420,0.187215,0.735713
1.141553,0.187215,0.738953
1.150685,0.187215,0.742166
1.159817,0.187215,0.745354
1.168950,0.187215,0.748516
1.178082,0.187215,0.751651
1.187215,0.187215,0.754760
1.196347,0.187215,0.757843
1.205479,0.187215,0.760899
1.214612,0.187215,0.763929
1.223744,0.187215,0.766932
1.232877,0.187215,0.769908
1.242009,0.187215,0.772858
1.251142,0.187215,0.775781
1.260274,0.187215,0.778677
1.269406,0.187215,0.781546
1.278539,0.187215,0.784388
1.287671,0.187215,0.787203
1.296804,0.187215,0.789992
1.305936,0.187215,0.792753
1.315068,0.187215,0.795488
1.324201,0.187215,0.798196
1.333333,0.187215,0.800876
1.342466,0.187215,0.803530
1.351598,0.187215,0.806157
1.360731,0.187215,0.808758
1.369863,0.187215,0.811331
1.378995,0.187215,0.813878
1.388128,0.187215,0.816399
1.397260,0.187215,0.818893
1.406393,0.187215,0.821360
1.415525,0.187215,0.823801
1.424658,0.187215,0.826216
1.433790,0.187215,0.828604
1.442922,0.187215,0.830967
1.452055,0.187215,0.833303
1.461187,0.187215,0.835614
1.470320,0.187215,0.837898
1.479452,0.187215,0.840157
1.488584,0.187215,0.842391
1.497717,0.187215,0.844599
1.506849,0.187215,0.846781
1.515982,0.187215,0.848939
1.525114,0.187215,0.851071
1.534247,0.187215,0.853179
1.543379,0.187215,0.855262
1.552511,0.187215,0.857320
1.561644,0.187215,0.859354
1.570776,0.187215,0.861363
1.579909,0.187215,0.863349
1.589041,0.187215,0.865310
1.598174,0.187215,0.867247
1.607306,0.187215,0.869161
1.616438,0.187215,0.871052
1.625571,0.187215,0.872919
1.634703,0.187215,0.874763
1.643836,0.187215,0.876584
1.652968,0.187215,0.878382
1.662100,0.187215,0.880157
1.671233,0.187215,0.881910
1.680365,0.187215,0.883641
1.689498,0.187215,0.885350
1.698630,0.187215,0.887037
1.707763,0.187215,0.888702
1.716895,0.187215,0.890346
1.726027,0.187215,0.891968
1.735160,0.187215,0.893569
1.744292,0.187215,0.895149
1.753425,0.187215,0.896709
1.762557,0.187215,0.898248
1.771689,0.187215,0.899767
1.780822,0.187215,0.901265
1.789954,0.187215,0.902743
1.799087,0.187215,0.904202
1.808219,0.187215,0.905641
1.817352,0.187215,0.907061
1.826484,0.187215,0.908461
1.835616,0.187215,0.909843
1.844749,0.187215,0.911205
1.853881,0.187215,0.912549
1.863014,0.187215,0.913875
1.872146,0.187215,0.915182
1.881279,0.187215,0.916472
1.890411,0.187215,0.917743
1.899543,0.187215,0.918997
1.908676,0.187215,0.920234
1.917808,0.187215,0.921453
1.926941,0.187215,0.922655
1.936073,0.187215,0.923840
1.945205,0.187215,0.925009
1.954338,0.187215,0.926161
1.963470,0.187215,0.927296
1.972603,0.187215,0.928416
1.981735,0.187215,0.929520
1.990868,0.187215,0.930608
2.000000,0.187215,0.931680
0.000000,0.196347,0.260587
0.009132,0.196347,0.263808
0.018265,0.196347,0.267054
0.027397,0.196347,0.270326
0.036530,0.196347,0.273623
0.045662,0.196347,0.276945
0.054795,0.196347,0.280291
0.063927,0.196347,0.283663
0.073059,0.196347,0.287058
0.082192,0.196347,0.290478
0.091324,0.196347,0.293922
0.100457,0.196347,0.297389
0.109589,0.196347,0.300880
0.118721,0.196347,0.304394
0.127854,0.196347,0.307931
0.136986,0.196347,0.311491
0.146119,0.196347,0.315073
0.155251,0.196347,0.318678
0.164384,0.196347,0.322304
0.173516,0.196347,0.325952
0.182648,0.196347,0.329621
0.191781,0.196347,0.333310
0.200913,0.196347,0.337021
0.210046,0.196347,0.340751
0.219178,0.196347,0.344501
0.228311,0.196347,0.348271
0.237443,0.196347,0.352060
0.246575,0.196347,0.355868
0.255708,0.196347,0.359694
0.264840,0.196347,0.363538
0.273973,0.196347,0.367399
0.283105,0.196347,0.371277
0.292237,0.196347,0.375173
0.301370,0.196347,0.379084
0.310502,0.196347,0.383011
0.319635,0.196347,0.386953
0.328767,0.196347,0.390911
0.337900,0.196347,0.394883
0.347032,0.196347,0.398868
0.356164,0.196347,0.402867
0.365297,0.196347,0.406879
0.374429,0.196347,0.410904
0.383562,0.196347,0.414940
0.392694,0.196347,0.418988
0.401826,0.196347,0.423047
0.410959,0.196347,0.427116
0.420091,0.196347,0.431196
0.429224,0.196347,0.435284
0.438356,0.196347,0.439381
0.447489,0.196347,0.443487
0.456621,0.196347,0.447600
0.465753,0.196347,0.451721
0.474886,0.196347,0.455848
0.484018,0.196347,0.459981
0.493151,0.196347,0.464120
0.502283,0.196347,0.468264
0.511416,0.196347,0.472412
0.520548,0.196347,0.476564
0.529680,0.196347,0.480719
0.538813,0.196347,0.484877
0.547945,0.196347,0.489037
0.557078,0.196347,0.493198
0.566210,0.196347,0.497360
0.575342,0.196347,0.501523
0.584475,0.196347,0.505686
0.593607,0.196347,0.509847
0.602740,0.196347,0.514008
0.611872,0.196347,0.518166
0.621005,0.196347,0.522322
0.630137,0.196347,0.526475
0.639269,0.196347,0.530624
0.648402,0.196347,0.534769
0.657534,0.196347,0.538909
0.666667,0.196347,0.543044
0.675799,0.196347,0.547173
0.684932,0.196347,0.551295
0.694064,0.196347,0.555410
0.703196,0.196347,0.559518
0.712329,0.196347,0.563618
0.721461,0.196347,0.567709
0.730594,0.196347,0.571790
0.739726,0.196347,0.575862
0.748858,0.196347,0.579924
0.757991,0.196347,0.583975
0.767123,0.196347,0.588015
0.776256,0.196347,0.592042
0.785388,0.196347,0.596058
0.794521,0.196347,0.600060
0.803653,0.196347,0.604050
0.812785,0.196347,0.608025
0.821918,0.196347,0.611987
0.831050,0.196347,0.615933
0.840183,0.196347,0.619864
0.849315,0.196347,0.623780
0.858447,0.196347,0.627679
0.867580,0.196347,0.631562
0.876712,0.196347,0.635428
0.885845,0.196347,0.639277
0.894977,0.196347,0.643108
0.904110,0.196347,0.646920
0.913242,0.196347,0.650714
0.922374,0.196347,0.654489
0.931507,0.196347,0.658245
0.940639,0.196347,0.661981
0.949772,0.196347,0.665697
0.958904,0.196347,0.669392
0.968037,0.196347,0.673066
0.977169,0.196347,0.676720
0.986301,0.196347,0.680352
0.995434,0.196347,0.683962
1.004566,0.196347,0.687550
1.013699,0.196347,0.691116
1.022831,0.196347,0.694659
1.031963,0.196347,0.698180
1.041096,0.196347,0.701677
1.050228,0.196347,0.705150
1.059361,0.196347,0.708601
1.068493,0.196347,0.712027
1.077626,0.196347,0.715429
1.086758,0.196347,0.718807
1.095890,0.196347,0.722160
1.105023,0.196347,0.725489
1.114155,0.196347,0.728792
1.123288,0.196347,0.732071
1.132420,0.196347,0.735324
1.141553,0.196347,0.738552
1.150685,0.196347,0.741754
1.159817,0.196347,0.744931
1.168950,0.196347,0.748082
1.178082,0.196347,0.751207
1.187215,0.196347,0.754306
1.196347,0.196347,0.757379
1.205479,0.196347,0.760425
1.214612,0.196347,0.763446
1.223744,0.196347,0.766440
1.232877,0.196347,0.769407
